"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-08-29","98.5","-2.17","5.52","Skenes, Paul",596115,694973,,"called_strike",,,,,6,"Trevor Story strikes out swinging.","R","R","R","BOS","PIT","S",,,2,1,2025,"-1.5","1.04","0.54","2.42",,,,2,5,"Bot",,,,,,,10.993082213214729,-143.01394733839453,-5.4486355256588475,-23.142571263639127,31.478992449261767,-16.77710978911101,"3.44","1.59",,,,"99.8",2461,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.45",,,,,,,,40,4,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",241,"0","-0.073",,,,"0.073",,2,2,"0.795","0.795",23,32,23,33,3,2,5,1,6,1,"1.31","1.5","1.5","22.3",,,,,
"SI","2025-08-29","98.6","-2.26","5.54","Skenes, Paul",596115,694973,,"foul",,,,,8,"Trevor Story strikes out swinging.","R","R","R","BOS","PIT","S",,,2,0,2025,"-1.39","0.63","0.25","1.9",,,,2,5,"Bot",,,,,,,10.221464651874154,-143.15057381902568,-6.014644702277277,-21.498556327375315,31.563060613590075,-22.275643229379888,"3.48","1.63",4,"31.9",-23,"100.2",2312,"7.2",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.33",,,,,,,,40,3,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",239,"0","-0.066","76.3","7.2",,"0.066","88.0",2,2,"0.795","0.795",23,32,23,33,3,2,5,1,6,1,"1.72","1.39","1.39","28.9",1.9507997443651768,8.652269599285663,27.839607508990444,42.92708174794285,25.24958587673613
"ST","2025-08-29","86","-2.17","5.5","Skenes, Paul",596115,694973,,"ball",,,,,14,"Trevor Story strikes out swinging.","R","R","R","BOS","PIT","B",,,1,0,2025,"1.04","0.61","2.45","1.51",,,,2,5,"Bot",,,,,,,8.98822307421672,-124.83125328608784,-4.416967783881457,8.92340527397431,26.605929489031894,-25.114878038225264,"3.39","1.57",,,,"87.1",2471,"7.2",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.26",,,,,,,,40,2,"Sweeper",2,0,2,0,0,2,2,0,"Standard","Standard",83,"0","0.065",,,,"-0.065",,2,2,"0.795","0.795",23,32,23,33,3,2,5,1,6,1,"2.51","-1.04","-1.04","24.5",,,,,
"FF","2025-08-29","98.6","-2.23","5.51","Skenes, Paul",596115,694973,,"ball",,,,,12,"Trevor Story strikes out swinging.","R","R","R","BOS","PIT","B",,,0,0,2025,"-1.36","1.04","1.09","2.71",,,,2,5,"Bot",,,,,,,12.258137910052715,-143.0046223726263,-4.547881032408834,-21.512239515823733,35.03739923672927,-16.99605288472505,"3.56","1.71",,,,"99.1",2378,"6.9",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.61",,,,,,,,40,1,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",239,"0","0.039",,,,"-0.039",,2,2,"0.795","0.795",23,32,23,33,3,2,5,1,6,1,"1.33","1.36","1.36","24.0",,,,,
"FF","2025-08-29","97.9","-2.78","5.53","Skenes, Paul",680776,694973,"strikeout","swinging_strike",,,,,11,"Jarren Duran strikes out swinging.","R","L","R","BOS","PIT","S",2,,1,2,2025,"-1.18","1.11","-0.25","3.71",,,,1,5,"Bot",,,,,,,9.695142741786858,-142.2404969340967,-1.9702475297879,-18.263681025571696,34.27439613675946,-16.847857269650884,"3.54","1.67",,,,"99.1",2369,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.37",,0,"0",1,0,0,,39,4,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",237,"-0.011","-0.181","73.5","6.5",,"0.181",,2,2,"0.806","0.806",23,28,23,29,3,2,5,2,6,1,"1.28","1.18","-1.18","23.9",-1.9858171002528138,19.91346312879497,15.616274772887094,38.67554849008323,24.24754891034209
"FF","2025-08-29","98.3","-2.75","5.52","Skenes, Paul",680776,694973,,"foul",,,,,3,"Jarren Duran strikes out swinging.","R","L","R","BOS","PIT","S",,,1,1,2025,"-1.12","1.12","0.4","3.07",,,,1,5,"Bot",,,,,,,11.270392565233221,-142.74493009855743,-3.8069215817988487,-17.91240729083903,32.294307067889974,-16.10064717337731,"3.54","1.67",187,"73",35,"99.5",2316,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.45",,,,,,,,39,3,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",233,"0","-0.064","77.4","7.0",,"0.064","88.0",2,2,"0.806","0.806",23,28,23,29,3,2,5,2,6,1,"1.24","1.12","-1.12","26.4",2.7519078115678406,-0.5095869056675394,27.208384783860616,30.67351943404847,27.896849380017848
"FS","2025-08-29","94.8","-2.83","5.53","Skenes, Paul",680776,694973,,"called_strike",,,,,11,"Jarren Duran strikes out swinging.","R","L","R","BOS","PIT","S",,,1,0,2025,"-1.16","0.14","-1.11","2.83",,,,1,5,"Bot",,,,,,,7.1703572817348,-137.98077645906378,-1.7280805092798954,-16.47731257719373,30.5210500798489,-30.24787156250219,"3.39","1.58",,,,"95.5",1668,"6.7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.83",,,,,,,,39,2,"Split-Finger",2,0,2,0,0,2,2,0,"Standard","Standard",247,"0","-0.051",,,,"0.051",,2,2,"0.806","0.806",23,28,23,29,3,2,5,2,6,1,"2.4","1.16","-1.16","22.2",,,,,
"ST","2025-08-29","83.5","-2.92","5.55","Skenes, Paul",680776,694973,,"ball",,,,,1,"Jarren Duran strikes out swinging.","R","L","R","BOS","PIT","B",,,0,0,2025,"1.07","0.47","-0.71","3.48",,,,1,5,"Bot",,,,,,,3.012135371811567,-121.59331307078331,0.7673364712453583,10.003004291447512,24.420937771905358,-27.93836748468075,"3.61","1.78",,,,"84.6",2201,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.46",,,,,,,,39,1,"Sweeper",2,0,2,0,0,2,2,0,"Standard","Standard",89,"0","0.04",,,,"-0.04",,2,2,"0.806","0.806",23,28,23,29,3,2,5,2,6,1,"2.81","-1.07","1.07","21.5",,,,,
"SI","2025-08-29","98.6","-2.12","5.56","Skenes, Paul",608324,694973,"field_out","hit_into_play",,,,,4,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","X",5,"ground_ball",2,2,2025,"-1.48","0.49","-0.49","2.28",,,,0,5,"Bot",104.81,166.87,,,,,8.005110297160941,-143.25081187395418,-4.591753267968054,-22.308611208788065,35.33293715085887,-24.46670046693469,"3.37","1.63",4,"88.7",-32,"99.5",2372,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.47",0.066,0.058,"0",1,0,0,2,38,6,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",233,"-0.014","-0.235","74.6","6.7",0.08,"0.235","88.7",2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"1.87","1.48","1.48","26.5",11.025427689541349,4.192662338641974,28.69904496658446,30.472250800761344,25.53599275696004
"CH","2025-08-29","90.8","-2.44","5.5","Skenes, Paul",608324,694973,,"foul",,,,,13,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","S",,,2,2,2025,"-1.27","0.69","-0.61","1.35",,,,0,5,"Bot",,,,,,,7.381852982182461,-131.8357335293627,-5.92381662709208,-16.45325148776396,31.446426561222996,-22.95071029386254,"3.37","1.63",186,"70.2",38,"91.2",1805,"6.9",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.58",,,,,,,,38,5,"Changeup",2,0,2,0,0,2,2,0,"Standard","Standard",258,"0","0","68.3","8.1",,"0","88.0",2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"2.11","1.27","1.27","21.0",20.55198763940805,-28.47984955657581,42.16277533694774,29.160489209835085,43.14244327343843
"SI","2025-08-29","98.1","-2.18","5.47","Skenes, Paul",608324,694973,,"ball",,,,,14,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","B",,,1,2,2025,"-1.46","0.55","0.88","1.59",,,,0,5,"Bot",,,,,,,11.83092199585584,-142.25087431251472,-6.319369486693974,-22.632244510239172,33.82953435098247,-23.37581177773193,"3.36","1.66",,,,"99.2",2283,"7.2",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.32",,,,,,,,38,4,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",236,"0","0.043",,,,"-0.043",,2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"1.85","1.46","1.46","26.4",,,,,
"SL","2025-08-29","86.7","-2.22","5.51","Skenes, Paul",608324,694973,,"called_strike",,,,,5,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","S",,,1,1,2025,"0.12","1.03","-0.12","2.72",,,,0,5,"Bot",,,,,,,4.836692325310642,-126.19085329734091,-2.6020082062222274,0.27906026528537875,25.952106315667443,-20.839203832997846,"3.37","1.66",,,,"88",2237,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.38",,,,,,,,38,3,"Slider",2,0,2,0,0,2,2,0,"Standard","Standard",113,"0","-0.06",,,,"0.06",,2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"2","-0.12","-0.12","26.3",,,,,
"SI","2025-08-29","98.6","-2.08","5.48","Skenes, Paul",608324,694973,,"ball",,,,,14,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","B",,,0,1,2025,"-1.41","0.66","1.73","1.25",,,,0,5,"Bot",,,,,,,13.768078593245532,-142.72380876274426,-7.598225141333543,-22.449277954562966,33.690901268457395,-21.390800779178836,"3.38","1.64",,,,"99.3",2359,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.48",,,,,,,,38,2,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",234,"0","0.031",,,,"-0.031",,2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"1.71","1.41","1.41","24.3",,,,,
"ST","2025-08-29","87","-2.28","5.47","Skenes, Paul",608324,694973,,"called_strike",,,,,6,"Alex Bregman grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","S",,,0,0,2025,"1.25","0.61","0.63","2.37",,,,0,5,"Bot",,,,,,,4.47302349719473,-126.50373818855063,-2.4555437160847546,12.210307277658742,29.418331846003092,-25.31691881004179,"3.25","1.69",,,,"87.7",2275,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.44",,,,,,,,38,1,"Sweeper",2,0,2,0,0,2,2,0,"Standard","Standard",102,"0","-0.04",,,,"0.04",,2,2,"0.82","0.82",23,31,23,31,3,2,5,1,6,1,"2.44","-1.25","-1.25","23.0",,,,,
"FF","2025-08-29","98.8","-2.8","5.57","Skenes, Paul",701350,694973,"home_run","hit_into_play",,,,,6,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","X",,"fly_ball",3,2,2025,"-1.38","1.09","0.32","2.37",,,,0,5,"Bot",232.16,71.4,,,,,11.84060595052486,-143.24539096207016,-5.84772444487933,-21.78634793933695,34.74698843052573,-15.897191969563236,"3.67","1.76",408,"108.6",29,"99.7",2341,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.4",0.991,2.004,"2",1,0,3,6,37,6,"4-Seam Fastball",1,0,1,0,0,2,2,0,"Infield shade","Standard",237,"0.107","1.027","80.4","7.9",3.938,"-1.027","108.6",1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"1.27","1.38","-1.38","22.0",16.77093731919016,-13.18869089932592,34.34256226566055,30.523088253419658,40.55056332292712
"FF","2025-08-29","98.9","-2.77","5.52","Skenes, Paul",701350,694973,,"called_strike",,,,,6,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","S",,,3,1,2025,"-1.26","1.22","0.42","2.72",,,,0,5,"Bot",,,,,,,11.755935503363332,-143.40452243832976,-5.07770120718371,-20.13081715877967,34.751074502679955,-14.252964904264266,"3.75","1.93",,,,"99.9",2314,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.36",,,,,,,,37,5,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Infield shade","Standard",238,"0","-0.093",,,,"0.093",,1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"1.13","1.26","-1.26","21.9",,,,,
"FF","2025-08-29","98.3","-2.76","5.57","Skenes, Paul",701350,694973,,"called_strike",,,,,8,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","S",,,3,0,2025,"-1.27","1.13","-0.18","2.29",,,,0,5,"Bot",,,,,,,10.088010070707611,-142.72330276285425,-6.09479031127089,-19.744932581431275,33.02482829325325,-15.472369649353492,"3.73","1.84",,,,"99.5",2277,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.44",,,,,,,,37,4,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Infield shade","Standard",238,"0","-0.09",,,,"0.09",,1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"1.24","1.27","-1.27","22.2",,,,,
"SL","2025-08-29","85.5","-2.79","5.42","Skenes, Paul",701350,694973,,"ball",,,,,14,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","B",,,2,0,2025,"0.22","0.65","0.86","1.19",,,,0,5,"Bot",,,,,,,8.280820249168382,-124.30978293858496,-5.117138438541474,0.8315905756210741,22.189018248148823,-24.577503022206017,"3.76","1.8",,,,"87.2",2339,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.36",,,,,,,,37,3,"Slider",1,0,1,0,0,1,1,0,"Infield shade","Standard",84,"0","0.152",,,,"-0.152",,1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"2.44","-0.22","0.22","22.1",,,,,
"FS","2025-08-29","93.9","-2.86","5.63","Skenes, Paul",701350,694973,,"ball",,,,,13,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","B",,,1,0,2025,"-1.25","0.21","-1.39","2.03",,,,0,5,"Bot",,,,,,,6.674456107211758,-136.59719406671778,-4.14393038737219,-17.13927727896033,28.46563800135013,-28.81738773516436,"3.79","1.87",,,,"95.4",1653,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.44",,,,,,,,37,2,"Split-Finger",1,0,1,0,0,1,1,0,"Infield shade","Standard",246,"0","0.077",,,,"-0.077",,1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"2.36","1.25","-1.25","26.1",,,,,
"FF","2025-08-29","97.7","-2.84","5.6","Skenes, Paul",701350,694973,,"ball",,,,,1,"Roman Anthony homers (8) on a fly ball to right field.","R","L","R","BOS","PIT","B",,,0,0,2025,"-1.17","1.07","-0.68","3.45",,,,0,5,"Bot",,,,,,,8.632062636681576,-142.04492427147272,-2.7735346865187007,-17.825838924165815,32.95785542478693,-17.24239579144588,"3.79","1.86",,,,"98.9",2346,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.46",,,,,,,,37,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",237,"0","0.041",,,,"-0.041",,1,1,"0.713","0.713",23,21,23,21,3,2,5,1,6,1,"1.32","1.17","-1.17","25.7",,,,,
"ST","2025-08-29","86.2","-2.2","5.45","Skenes, Paul",657136,694973,"field_out","hit_into_play",,,,,9,"Connor Wong grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","X",5,"ground_ball",1,1,2025,"0.61","0.59","0.75","2.04",663853,678882,,2,4,"Bot",106.72,175.5,,,,,5.871882656176452,-125.58973189949334,-3.1898795744460453,5.414184611323434,22.60545236974992,-25.4645035843392,"3.37","1.5",10,"87",-12,"88.1",2361,"7.2",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.34",0.149,0.153,"0",1,0,0,2,33,3,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",104,"-0.054","-0.269","72.9","8.1",0.182,"0.269","88.0",1,1,"0.698","0.698",23,29,23,29,2,1,5,2,6,3,"2.44","-0.61","-0.61","25.3",20.828368816908934,-9.710146046128829,28.224064731000603,44.5527218502212,40.300943915313084
"FF","2025-08-29","96.9","-2.22","5.54","Skenes, Paul",657136,694973,,"called_strike",,,,,1,"Connor Wong grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","S",,,1,0,2025,"-1.11","1.06","-0.46","3.37",663853,678882,,2,4,"Bot",,,,,,,7.354359620683242,-141.01828815653045,-2.7256621629298414,-16.51156405506557,30.74079899113788,-17.63195730969353,"3.45","1.45",,,,"98.5",2262,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.43",,,,,,,,33,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",239,"0","-0.038",,,,"0.038",,1,1,"0.698","0.698",23,29,23,29,2,1,5,2,6,3,"1.36","1.11","1.11","24.0",,,,,
"SI","2025-08-29","98","-2.19","5.55","Skenes, Paul",657136,694973,,"ball",,,,,13,"Connor Wong grounds out, third baseman Isiah Kiner-Falefa to first baseman Liover Peguero.","R","R","R","BOS","PIT","B",,,0,0,2025,"-1.41","0.55","-1.05","1.87",663853,678882,,2,4,"Bot",,,,,,,6.428314093104579,-142.55219479870354,-5.824780782656851,-20.7000457252938,31.512348717232378,-23.58295527657661,"3.46","1.53",,,,"99.3",2258,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.54",,,,,,,,33,1,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",240,"0","-0.001",,,,"0.001",,1,1,"0.698","0.698",23,29,23,29,2,1,5,2,6,3,"1.82","1.41","1.41","22.9",,,,,
"ST","2025-08-29","83.4","-2.27","5.44","Skenes, Paul",678882,694973,"single","hit_into_play",,,,,9,"Ceddanne Rafaela singles on a ground ball to third baseman Isiah Kiner-Falefa. Masataka Yoshida scores. Romy Gonzalez to 3rd. Ceddanne Rafaela to 2nd. Throwing error by third baseman Isiah Kiner-Falefa.","R","R","R","BOS","PIT","X",5,"ground_ball",2,0,2025,"0.87","0.39","0.54","2.21",,807799,663853,2,4,"Bot",118.88,187.66,,,,,4.839382851754404,-121.42585701167647,-1.7877858816452652,7.729346240767473,22.91439042347317,-28.211146352743206,"3.55","1.66",2,"58.1",-49,"84.9",2330,"7.2",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.35",0.263,0.274,"0.9",1,1,0,1,32,3,"Sweeper",0,0,0,0,0,1,1,0,"Standard","Standard",84,"0.146","0.482","74.7","8.3",0.286,"-0.482","88.0",0,0,"0.552","0.552",23,24,23,25,2,1,5,1,6,1,"2.88","-0.87","-0.87","23.6",18.681689069725703,-24.27445614056129,29.591549053566464,38.73209055497391,46.96093545444549
"FF","2025-08-29","97.6","-2.24","5.63","Skenes, Paul",678882,694973,,"ball",,,,,11,"Ceddanne Rafaela singles on a ground ball to third baseman Isiah Kiner-Falefa. Masataka Yoshida scores. Romy Gonzalez to 3rd. Ceddanne Rafaela to 2nd. Throwing error by third baseman Isiah Kiner-Falefa.","R","R","R","BOS","PIT","B",,,1,0,2025,"-1.31","1.13","-0.87","4.78",,807799,663853,2,4,"Bot",,,,,,,6.785437448254349,-141.92224557336104,0.6787241311108567,-19.263610289464317,34.22335341481141,-17.422741247752736,"3.6","1.71",,,,"98.4",2403,"6.9",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.58",,,,,,,,32,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",238,"0","0.033",,,,"-0.033",,0,0,"0.552","0.552",23,24,23,25,2,1,5,1,6,1,"1.28","1.31","1.31","23.2",,,,,
"FF","2025-08-29","98.1","-2.02","5.53","Skenes, Paul",678882,694973,,"ball",,,,,3,"Ceddanne Rafaela singles on a ground ball to third baseman Isiah Kiner-Falefa. Masataka Yoshida scores. Romy Gonzalez to 3rd. Ceddanne Rafaela to 2nd. Throwing error by third baseman Isiah Kiner-Falefa.","R","R","R","BOS","PIT","B",,,0,0,2025,"-1.34","1.13","0.75","3.29",,807799,663853,2,4,"Bot",,,,,,,10.733431652093488,-142.38983215639502,-3.19960053108245,-20.72415455431082,34.139230810294855,-16.252173317252133,"3.56","1.75",,,,"99.2",2399,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.39",,,,,,,,32,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",237,"0","0.026",,,,"-0.026",,0,0,"0.552","0.552",23,24,23,25,2,1,5,1,6,1,"1.26","1.34","1.34","22.7",,,,,
"CH","2025-08-29","90.2","-2.73","5.49","Skenes, Paul",686765,694973,"field_out","hit_into_play",,,,,7,"Nick Sogard flies out to center fielder Alexander Canario.","R","L","R","BOS","PIT","X",8,"fly_ball",2,2,2025,"-1.4","0.67","-0.51","1.92",,807799,663853,1,4,"Bot",146.35,106.94,,,,,8.625204538875332,-131.1393126482762,-4.422749098345712,-17.97107814595118,26.798060625483284,-23.691506268881884,"3.14","1.43",235,"78.8",45,"91.4",1854,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.5",0.04,0.036,"0",1,0,0,3,31,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",253,"-0.052","-0.214","66.9","7.5",0.048,"0.214","88.0",0,0,"0.604","0.604",23,27,23,28,2,1,5,61,6,5,"2.13","1.4","-1.4","21.7",21.83228408855255,-6.804128682504467,39.19998795608773,41.84523457753443,46.299373756392455
"FS","2025-08-29","92.6","-2.5","5.62","Skenes, Paul",686765,694973,,"called_strike",,,,,7,"Nick Sogard flies out to center fielder Alexander Canario.","R","L","R","BOS","PIT","S",,,2,1,2025,"-1.14","0.13","-0.55","1.59",,807799,663853,1,4,"Bot",,,,,,,7.571479472393086,-134.67756926773313,-4.872830319020779,-15.527478064858323,26.840194352707446,-29.731984786996897,"3.14","1.41",,,,"94.2",1611,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.46",,,,,,,,31,4,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",245,"0","-0.061",,,,"0.061",,0,0,"0.604","0.604",23,27,23,28,2,1,5,61,6,5,"2.51","1.14","-1.14","27.1",,,,,
"CH","2025-08-29","90.4","-2.72","5.54","Skenes, Paul",686765,694973,,"ball",,,,,13,"Nick Sogard flies out to center fielder Alexander Canario.","R","L","R","BOS","PIT","B",,,1,1,2025,"-1.59","0.61","-0.71","0.87",,807799,663853,1,4,"Bot",,,,,,,8.510813327877539,-131.1995616489169,-7.014231067074316,-20.21794709636362,28.29429345608389,-23.823841196903796,"3.2","1.47",,,,"91.3",2016,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.51",,,,,,,,31,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",256,"0","0.045",,,,"-0.045",,0,0,"0.604","0.604",23,27,23,28,2,1,5,61,6,5,"2.2","1.59","-1.59","23.9",,,,,
"FF","2025-08-29","96.6","-2.53","5.54","Skenes, Paul",686765,694973,,"called_strike",,,,,6,"Nick Sogard flies out to center fielder Alexander Canario.","R","L","R","BOS","PIT","S",,,1,0,2025,"-1.17","1.11","0.68","1.97",,807799,663853,1,4,"Bot",,,,,,,11.320419526080975,-140.1461893993915,-6.514642915576587,-17.873699232679503,30.34423969711034,-16.249308036121928,"3.12","1.39",,,,"97.9",2296,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.44",,,,,,,,31,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","-0.048",,,,"0.048",,0,0,"0.604","0.604",23,27,23,28,2,1,5,61,6,5,"1.34","1.17","-1.17","26.6",,,,,
"FS","2025-08-29","93.2","-2.76","5.59","Skenes, Paul",686765,694973,,"ball",,,,,13,"Nick Sogard flies out to center fielder Alexander Canario.","R","L","R","BOS","PIT","B",,,0,0,2025,"-0.96","-0.2","-1.71","1.69",,807799,663853,1,4,"Bot",,,,,,,4.850334322818487,-135.79630713304422,-3.9298187785595813,-12.888570749334574,27.14824911736254,-34.00426554746184,"3.16","1.43",,,,"94.9",1620,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.51",,,,,,,,31,1,"Split-Finger",0,0,0,0,0,0,0,0,"Standard","Standard",246,"0","0.031",,,,"-0.031",,0,0,"0.604","0.604",23,27,23,28,2,1,5,61,6,5,"2.79","0.96","-0.96","23.8",,,,,
"SL","2025-08-29","85.8","-2.19","5.52","Skenes, Paul",663853,694973,"single","hit_into_play",,,,,8,"Romy Gonzalez singles on a sharp line drive to left fielder Tommy Pham. Masataka Yoshida to 2nd.","R","R","R","BOS","PIT","X",7,"line_drive",0,0,2025,"0.42","0.72","-0.01","2.12",,,807799,1,4,"Bot",89.23,99.35,,,,,4.370221763603792,-124.79981482996159,-3.1736646168150124,3.321128385610424,28.928742149825602,-24.23468057154542,"3.6","1.76",198,"104.3",10,"86.4",2154,"7.1",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.45",0.843,0.815,"0.9",1,1,0,4,30,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",114,"0.042","0.409","75.7","6.9",1.034,"-0.409","104.3",0,0,"0.562","0.562",23,28,23,29,2,1,5,1,6,1,"2.42","-0.42","-0.42","24.7",7.6659418256173115,-1.1847565271025335,29.40044759357229,39.129861342739474,33.638215782469366
"FF","2025-08-29","97.6","-2.82","5.63","Skenes, Paul",807799,694973,"walk","ball",,,,,11,"Masataka Yoshida walks.","R","L","R","BOS","PIT","B",,,3,1,2025,"-1.34","0.98","-1.14","2.87",,,,1,4,"Bot",,,,,,,7.705707417857918,-141.8529982967071,-4.204788544791706,-19.829739547207264,32.52055504247525,-18.17949984202852,"3.26","1.5",,,,"98.8",2338,"7",776549,680779,678894,693304,643396,669707,502054,672744,668804,"53.49",,0.692731,"0.7",1,0,0,,29,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",234,"0.03","0.255",,,,"-0.255",,0,0,"0.532","0.532",23,31,23,32,2,1,5,2,6,1,"1.42","1.34","-1.34","24.9",,,,,
