"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FS","2025-04-14","95","-2.42","5.57","Skenes, Paul",686611,694973,"field_out","hit_into_play",,,,,2,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","X",5,"ground_ball",3,2,2025,"-1.1","0.36","-0.14","2.93",,,,2,5,"Top",114.49,183.55,,,,,8.463149500240565,-138.15483713394212,-2.0625230126321688,-16.041510889718587,31.80030815340778,-27.298246968751673,"3.03","1.32",1,"61.1",-63,"95.1",1801,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.02",0.286,0.303,"0",1,0,0,2,32,7,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",251,"0.012","-0.332","76.2","6.5",0.312,"0.332","88.0",2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"2.17","1.1","1.1","22.7",3.9189142720738808,4.602991956307442,16.588408166318455,32.896694124128885,25.56766003825188
"FF","2025-04-14","98.5","-2.35","5.52","Skenes, Paul",686611,694973,,"foul",,,,,3,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","S",,,3,2,2025,"-1.29","0.85","0.35","2.83",,,,2,5,"Top",,,,,,,10.350190606974959,-143.06900695218349,-3.813539390888046,-20.092793131942557,33.46157333278976,-19.758686096248656,"3.03","1.32",167,"67.1",58,"98.8",2366,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.89",,,,,,,,32,6,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",248,"0","0","70.4","6.6",,"0","88.0",2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"1.51","1.29","1.29","24.0",-4.308545833062487,21.656600261209835,16.59654824370504,40.046742576674376,17.660376409799298
"FF","2025-04-14","98.3","-2.36","5.56","Skenes, Paul",686611,694973,,"ball",,,,,11,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","B",,,2,2,2025,"-1.18","0.75","-0.05","4",,,,2,5,"Top",,,,,,,9.021042773283911,-142.83339558955228,-0.4729779320044104,-18.216526101687315,33.25706008637104,-21.994967985336302,"3.03","1.22",,,,"98.5",2395,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.99",,,,,,,,32,5,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",242,"0","0.107",,,,"-0.107",,2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"1.62","1.18","1.18","22.2",,,,,
"CH","2025-04-14","88.3","-2.45","5.52","Skenes, Paul",686611,694973,,"ball",,,,,13,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","B",,,1,2,2025,"-1.51","0.4","-1.23","1.23",,,,2,5,"Top",,,,,,,6.123935844167949,-128.39567530284836,-5.187974581370075,-17.953917678175902,27.091393569924293,-26.87940691312659,"3.03","1.25",,,,"88.4",1883,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.07",,,,,,,,32,4,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",268,"0","0.043",,,,"-0.043",,2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"2.53","1.51","1.51","18.3",,,,,
"SL","2025-04-14","86","-2.33","5.38","Skenes, Paul",686611,694973,,"ball",,,,,14,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","B",,,0,2,2025,"-0.2","0.39","0.25","0.7",,,,2,5,"Top",,,,,,,6.5263436387668525,-125.02426217180368,-5.555184518802681,-3.573676514553062,27.629691635613117,-27.084201833967462,"3.03","1.36",,,,"85.7",2327,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.13",,,,,,,,32,3,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",131,"0","0.022",,,,"-0.022",,2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"2.72","0.2","0.2","18.7",,,,,
"CH","2025-04-14","87.4","-2.47","5.52","Skenes, Paul",686611,694973,,"swinging_strike",,,,,4,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","S",,,0,1,2025,"-1.39","0.61","-0.62","1.97",,,,2,5,"Top",,,,,,,7.347832274563537,-126.96652434579124,-3.6138268334154615,-16.533597839791376,27.762543931623153,-24.999511582127454,"3.03","1.32",,,,"87.3",1888,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.04",,,,,,,,32,2,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",266,"0","-0.057","76.4","8.4",,"0.057",,2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"2.4","1.39","1.39","19.2",25.574596509625465,-38.537475620706836,29.602614465827497,26.725588572220012,53.47648702336673
"ST","2025-04-14","84.9","-2.52","5.43","Skenes, Paul",686611,694973,,"called_strike",,,,,14,"Dylan Crews grounds out, third baseman Ke'Bryan Hayes to first baseman Enmanuel Valdez.","R","R","R","PIT","WSH","S",,,0,0,2025,"1.27","0.56","0.86","1.73",,,,2,5,"Top",,,,,,,5.373039476948704,-123.45028656200527,-3.3877590032303475,11.65968241205866,27.77017480779621,-25.93337627014639,"3.1","1.28",,,,"84.6",2336,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.04",,,,,,,,32,1,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",67,"0","-0.044",,,,"0.044",,2,-2,"0.808","0.192",23,23,23,23,2,1,6,3,5,1,"2.64","-1.27","-1.27","17.6",,,,,
"SL","2025-04-14","85.6","-2.36","5.38","Skenes, Paul",657557,694973,"strikeout","swinging_strike",,,,,14,"Paul DeJong strikes out swinging.","R","R","R","PIT","WSH","S",2,,1,2,2025,"0.16","0.62","1.76","1.84",,,,1,5,"Top",,,,,,,9.429023329460732,-124.1837290732319,-3.1960465933604105,-0.5457397889249384,29.02579620790785,-25.317831659537184,"3.45","1.54",,,,"85.3",2403,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.86",,0,"0",1,0,0,,31,4,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",110,"0.019","-0.181","61.2","8.3",,"0.181",,2,-2,"0.789","0.211",23,31,23,32,2,1,6,1,5,1,"2.55","-0.16","-0.16","22.2",21.963030689290672,-32.32486209774341,33.767745981547456,52.47486960207424,53.19583476226963
"FF","2025-04-14","97.5","-2.37","5.58","Skenes, Paul",657557,694973,,"ball",,,,,11,"Paul DeJong strikes out swinging.","R","R","R","PIT","WSH","B",,,0,2,2025,"-1.15","1.18","-0.89","4.39",,,,1,5,"Top",,,,,,,6.619869296257532,-141.81914345554884,-0.35561503149623475,-17.001444111607235,34.59894729259903,-16.478013823304313,"3.45","1.67",,,,"97.3",2421,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.14",,,,,,,,31,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",242,"0","0.017",,,,"-0.017",,2,-2,"0.789","0.211",23,31,23,32,2,1,6,1,5,1,"1.23","1.15","1.15","20.8",,,,,
"FF","2025-04-14","97.9","-2.31","5.54","Skenes, Paul",657557,694973,,"foul",,,,,3,"Paul DeJong strikes out swinging.","R","R","R","PIT","WSH","S",,,0,1,2025,"-1.45","0.92","0.66","3.28",,,,1,5,"Top",,,,,,,11.425272527183933,-142.07005888682085,-2.7123233321961457,-22.335380838151107,33.61106106377278,-19.341539417119375,"3.45","1.54",,,,"98.1",2523,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.89",,,,,,,,31,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",239,"0","-0.053",,,,"0.053",,2,-2,"0.789","0.211",23,31,23,32,2,1,6,1,5,1,"1.48","1.45","1.45","19.1",,,,,
"FF","2025-04-14","98.8","-2.32","5.56","Skenes, Paul",657557,694973,,"called_strike",,,,,6,"Paul DeJong strikes out swinging.","R","R","R","PIT","WSH","S",,,0,0,2025,"-1.32","1.23","0.83","2.6",,,,1,5,"Top",,,,,,,11.699956298552946,-143.3055968858884,-5.508843381600523,-20.903032589781173,32.28709829340388,-14.034634190231023,"3.45","1.61",,,,"99.2",2467,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.86",,,,,,,,31,1,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",243,"0","-0.04",,,,"0.04",,2,-2,"0.789","0.211",23,31,23,32,2,1,6,1,5,1,"1.11","1.32","1.32","22.0",,,,,
"ST","2025-04-14","83.2","-2.47","5.45","Skenes, Paul",671277,694973,"field_out","hit_into_play",,,,,8,"Luis García Jr. flies out to center fielder Oneil Cruz.","R","L","R","PIT","WSH","X",8,"fly_ball",0,1,2025,"0.62","0.81","0.05","1.95",,,,0,5,"Top",138.65,101.64,,,,,4.55130266502116,-121.044159103482,-3.1079945696223406,5.109188490721511,25.32254915730211,-23.781171251485585,"3.45","1.66",246,"89.1",52,"83",2403,"6.3",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.19",0.011,0.011,"0",1,0,0,3,30,2,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",95,"0.028","-0.222","68.0","8.0",0.016,"0.222","89.1",2,-2,"0.761","0.239",23,25,23,25,2,1,6,1,5,1,"2.5","-0.62","0.62","19.0",18.588359940683137,-12.037117915243522,35.789266547353634,34.28178225173673,40.70045937303127
"FS","2025-04-14","95.1","-2.32","5.52","Skenes, Paul",671277,694973,,"called_strike",,,,,9,"Luis García Jr. flies out to center fielder Oneil Cruz.","R","L","R","PIT","WSH","S",,,0,0,2025,"-1.24","0.37","0.32","1.99",,,,0,5,"Top",,,,,,,9.744132447436272,-138.1611235066886,-4.418345045329856,-18.064527467826146,30.71214166914441,-26.662232723701475,"3.65","1.66",,,,"95.4",1944,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.95",,,,,,,,30,1,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",248,"0","-0.04",,,,"0.04",,2,-2,"0.761","0.239",23,25,23,25,2,1,6,1,5,1,"2.16","1.24","-1.24","21.2",,,,,
"FS","2025-04-14","94.2","-2.49","5.55","Skenes, Paul",605137,694973,"field_out","hit_into_play",,,,,7,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","X",3,"ground_ball",3,2,2025,"-1.2","0.03","-0.59","2.11",,,,2,4,"Top",158.4,165.36,,,,,7.587416188370205,-136.9440937532643,-3.267124381318734,-16.733264692944037,30.398506924334747,-31.27690765651033,"3.75","1.77",4,"90.9",-25,"94.2",1631,"6.3",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.16",0.091,0.078,"0",1,0,0,2,26,6,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",247,"0.011","-0.332","69.6","8.5",0.116,"0.332","90.9",2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"2.55","1.2","-1.2","22.8",13.952379045419622,-2.4359155906325394,33.962858475788885,39.44998950606843,27.547611736101356
"CH","2025-04-14","87.4","-2.43","5.53","Skenes, Paul",605137,694973,,"ball",,,,,13,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","B",,,2,2,2025,"-1.42","0.44","-0.29","0.46",,,,2,4,"Top",,,,,,,8.067715026038247,-126.95936987339573,-6.959829488198284,-17.004288218510144,25.999987168675244,-26.190805824333165,"3.87","1.79",,,,"87.5",1890,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.08",,,,,,,,26,5,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",265,"0","0.107",,,,"-0.107",,2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"2.56","1.42","-1.42","20.2",,,,,
"FF","2025-04-14","96.8","-2.37","5.53","Skenes, Paul",605137,694973,,"ball",,,,,12,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","B",,,1,2,2025,"-1.17","0.79","0.36","4.07",,,,2,4,"Top",,,,,,,9.982970855149757,-140.6114106515179,-0.1480505220820022,-17.82147400483402,31.480323101893674,-21.801650444495593,"3.75","1.91",,,,"97",2263,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.04",,,,,,,,26,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",242,"0","0.043",,,,"-0.043",,2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"1.64","1.17","-1.17","18.1",,,,,
"FF","2025-04-14","95.8","-2.36","5.54","Skenes, Paul",605137,694973,,"swinging_strike",,,,,4,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","S",,,1,1,2025,"-1.11","0.94","-0.37","2.73",,,,2,4,"Top",,,,,,,7.8001755394707954,-139.32286301595371,-3.972555342300537,-16.22778291708042,29.51874016596048,-19.214460766186566,"3.75","1.77",,,,"96.3",2228,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.01",,,,,,,,26,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",247,"0","-0.063","73.4","8.1",,"0.063",,2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"1.54","1.11","-1.11","24.0",9.55869979834228,7.233721702612143,35.75319228531965,36.52807810831037,19.821276817587936
"FF","2025-04-14","96.8","-2.33","5.59","Skenes, Paul",605137,694973,,"foul",,,,,13,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","S",,,1,0,2025,"-1.14","0.95","-0.95","2.66",,,,2,4,"Top",,,,,,,6.287118884323069,-140.79865904248692,-4.406454558508256,-16.593610760646133,33.478396057640346,-18.79414805790358,"3.75","1.77",262,"76.9",40,"96.8",2322,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.07",,,,,,,,26,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",241,"0","-0.054","72.0","8.4",,"0.054","88.0",2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"1.5","1.14","-1.14","21.6",6.978420400211841,6.908718048450627,32.42091497905601,43.82073789658528,18.647745278832126
"FS","2025-04-14","93","-2.45","5.56","Skenes, Paul",605137,694973,,"ball",,,,,13,"Josh Bell grounds out to first baseman Enmanuel Valdez.","R","L","R","PIT","WSH","B",,,0,0,2025,"-0.96","-0.34","-1.34","1.5",,,,2,4,"Top",,,,,,,4.941034468595247,-135.41048426443552,-3.879333622608971,-12.896842452110068,29.711153492155972,-35.682787692180106,"3.75","1.74",,,,"93.1",1755,"6.3",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.17",,,,,,,,26,1,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",254,"0","0.039",,,,"-0.039",,2,-2,"0.782","0.218",23,32,23,33,2,1,6,1,5,1,"2.97","0.96","-0.96","17.9",,,,,
"ST","2025-04-14","82.4","-2.51","5.47","Skenes, Paul",663993,694973,"strikeout","called_strike",,,,,8,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","S",2,,2,2,2025,"1.68","0.39","-0.22","2.14",,,,1,4,"Top",,,,,,,1.924346719217462,-120.00462898172536,-1.7781752359766672,15.769971257073227,24.55029173586544,-28.254971249848545,"3.54","1.63",,,,"82.5",2353,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.07",,0,"0",1,0,0,,25,6,"Sweeper",2,0,0,2,0,2,0,2,"Standard","Standard",84,"0.018","-0.23",,,,"0.23",,2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"2.97","-1.68","1.68","21.9",,,,,
"FS","2025-04-14","93.3","-2.36","5.48","Skenes, Paul",663993,694973,,"ball",,,,,13,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","B",,,1,2,2025,"-0.83","-0.23","-0.1","0.91",,,,1,4,"Top",,,,,,,7.634830423426024,-135.65408123514214,-5.52803216945818,-11.846191662116986,26.729006688135442,-34.146566236356705,"3.63","1.6",,,,"93.8",1681,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.11",,,,,,,,25,5,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",253,"0","0.049",,,,"-0.049",,2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"2.84","0.83","-0.83","19.1",,,,,
"FF","2025-04-14","97.3","-2.36","5.53","Skenes, Paul",663993,694973,,"foul",,,,,3,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","S",,,1,2,2025,"-1.16","0.7","0.72","3.32",,,,1,4,"Top",,,,,,,10.94070149960582,-141.40973727282082,-2.0572930224149673,-17.939931875691347,29.714381614849255,-22.471115762269974,"3.54","1.56",45,"91",-1,"98",2311,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.95",,,,,,,,25,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",244,"0","0","54.7","4.8",,"0","91.0",2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"1.7","1.16","-1.16","19.4",-21.79619438770912,52.78978249118138,34.44232975397934,31.264696256758892,6.613895459037263
"FF","2025-04-14","98.3","-2.34","5.57","Skenes, Paul",663993,694973,,"foul",,,,,8,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","S",,,1,1,2025,"-1.05","0.97","-0.06","1.84",,,,1,4,"Top",,,,,,,8.616445875819029,-142.84582205918667,-6.959228793606378,-16.31993277241607,29.55584531777335,-17.430638854560993,"3.54","1.56",244,"97.1",12,"98.8",2375,"6.4",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.09",,,,,,,,25,3,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",237,"0","-0.064","71.6","7.0",,"0.064","97.1",2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"1.37","1.05","-1.05","20.9",-10.149432877647703,21.895999837418493,38.53577346104002,39.45822999707795,13.201351017521931
"FS","2025-04-14","94.1","-2.3","5.44","Skenes, Paul",663993,694973,,"ball",,,,,13,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","B",,,0,1,2025,"-1.16","0.08","-0.59","1.29",,,,1,4,"Top",,,,,,,7.06090149625593,-136.8641967167803,-5.245798372044418,-16.174031008362522,29.244934135830274,-30.25745849398661,"3.61","1.61",,,,"94.7",1807,"6.6",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.92",,,,,,,,25,2,"Split-Finger",2,0,0,2,0,2,0,2,"Standard","Standard",252,"0","0.028",,,,"-0.028",,2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"2.49","1.16","-1.16","19.0",,,,,
"SL","2025-04-14","84.8","-2.47","5.43","Skenes, Paul",663993,694973,,"called_strike",,,,,8,"Nathaniel Lowe called out on strikes.","R","L","R","PIT","WSH","S",,,0,0,2025,"0.43","0.39","0.22","1.96",,,,1,4,"Top",,,,,,,5.462474500223951,-123.51967757371995,-2.672365763061947,3.4928714345521463,20.900365639219242,-27.824458705254585,"3.6","1.73",,,,"85.7",2337,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.05",,,,,,,,25,1,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",79,"0","-0.04",,,,"0.04",,2,-2,"0.764","0.236",23,29,23,30,2,1,6,1,5,1,"2.73","-0.43","0.43","20.1",,,,,
"FF","2025-04-14","97.7","-2.23","5.52","Skenes, Paul",660688,694973,"field_out","hit_into_play",,,,,3,"Keibert Ruiz flies out to center fielder Oneil Cruz.","R","L","R","PIT","WSH","X",8,"fly_ball",1,0,2025,"-0.89","0.9","0.64","2.91",,,,0,4,"Top",156.47,75.69,,,,,9.771934955717615,-141.97495602081213,-3.5552582980505907,-14.313332416335438,34.26251487333418,-19.417112027787848,"3.38","1.57",316,"83.4",34,"97.6",2417,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.05",0.023,0.022,"0",1,0,0,3,24,2,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Infield shade","Standard",240,"0.026","-0.303","60.5","6.4",0.036,"0.303","88.0",2,-2,"0.738","0.262",23,26,23,27,2,1,6,1,5,1,"1.51","0.89","-0.89","20.4",6.414845382259459,-9.390962359977351,36.95923871925499,25.98904580279075,27.582793994113068
"FS","2025-04-14","94","-2.32","5.51","Skenes, Paul",660688,694973,,"ball",,,,,14,"Keibert Ruiz flies out to center fielder Oneil Cruz.","R","L","R","PIT","WSH","B",,,0,0,2025,"-0.87","0.85","0.84","1.94",,,,0,4,"Top",,,,,,,10.121125437460284,-136.49723411464558,-5.405304094547335,-13.171692602001992,31.079081889977218,-20.443395053495635,"3.43","1.76",,,,"94.1",1869,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.99",,,,,,,,24,1,"Split-Finger",2,0,0,2,0,2,0,2,"Infield shade","Standard",254,"0","0.041",,,,"-0.041",,2,-2,"0.738","0.262",23,26,23,27,2,1,6,1,5,1,"1.74","0.87","-0.87","20.3",,,,,
"FF","2025-04-14","98.7","-2.35","5.62","Skenes, Paul",695578,694973,"strikeout","swinging_strike",,,,,1,"James Wood strikes out swinging.","R","L","R","PIT","WSH","S",2,,2,2,2025,"-1.15","0.87","-0.57","4",,,,2,3,"Top",,,,,,,7.538022390646784,-143.63534375675152,-0.9842534876787757,-17.626061671576267,33.881472209280325,-20.16637252838153,"3.94","1.82",,,,"99",2378,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.99",,0,"0",1,0,0,,19,6,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",244,"0.012","-0.225","73.0","6.1",,"0.225",,1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"1.48","1.15","-1.15","19.5",-4.988065735305284,28.006676251506633,28.56310615169837,43.64863028362803,16.86187361874803
"CH","2025-04-14","88.7","-2.51","5.51","Skenes, Paul",695578,694973,,"foul",,,,,14,"James Wood strikes out swinging.","R","L","R","PIT","WSH","S",,,2,2,2025,"-1.37","0.3","0.15","1.58",,,,2,3,"Top",,,,,,,9.411670616388514,-128.72901166644283,-4.0775119277072305,-17.338205554658444,29.983093442294347,-28.131640928799914,"3.94","1.82",102,"84.4",8,"88.3",2030,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.03",,,,,,,,19,5,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",264,"0","0","71.6","9.0",,"0","88.0",1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"2.64","1.37","-1.37","20.6",23.960233029496216,-15.214511694478809,42.82702082498426,35.52778207223824,46.13548378459849
"FF","2025-04-14","97.1","-2.4","5.61","Skenes, Paul",695578,694973,,"ball",,,,,11,"James Wood strikes out swinging.","R","L","R","PIT","WSH","B",,,1,2,2025,"-1.25","0.89","-1.47","4.29",,,,2,3,"Top",,,,,,,5.363864933183941,-141.28378259886472,0.00473969756195336,-17.905096295797744,35.11274106473133,-20.62592238969669,"3.94","1.82",,,,"97",2370,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.04",,,,,,,,19,4,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",241,"0","0.043",,,,"-0.043",,1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"1.55","1.25","-1.25","21.5",,,,,
"FF","2025-04-14","97.8","-2.38","5.48","Skenes, Paul",695578,694973,,"called_strike",,,,,4,"James Wood strikes out swinging.","R","L","R","PIT","WSH","S",,,1,1,2025,"-1.11","0.88","-0.77","2.53",,,,2,3,"Top",,,,,,,6.927174159755458,-142.2336238296316,-4.440110506153656,-16.671575219996402,35.18310174179137,-19.401825864467508,"4.01","1.76",,,,"97.8",2346,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.01",,,,,,,,19,3,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",240,"0","-0.063",,,,"0.063",,1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"1.52","1.11","-1.11","23.3",,,,,
"ST","2025-04-14","83.9","-2.49","5.42","Skenes, Paul",695578,694973,,"called_strike",,,,,4,"James Wood strikes out swinging.","R","L","R","PIT","WSH","S",,,1,0,2025,"0.78","0.67","-0.35","2.89",,,,2,3,"Top",,,,,,,3.417686808357823,-122.16701151901349,-0.8237298232217108,7.156218537659015,23.067424226269324,-25.44458639791632,"3.94","1.81",,,,"84.4",2422,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"54.04",,,,,,,,19,2,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",97,"0","-0.054",,,,"0.054",,1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"2.55","-0.78","0.78","18.5",,,,,
"FF","2025-04-14","97.3","-2.45","5.54","Skenes, Paul",695578,694973,,"ball",,,,,13,"James Wood strikes out swinging.","R","L","R","PIT","WSH","B",,,0,0,2025,"-1.16","0.89","-1.53","2.72",,,,2,3,"Top",,,,,,,5.150923850367049,-141.5102192950136,-4.055974895918644,-16.80935384131102,34.74437408482574,-19.49777339651083,"3.96","1.83",,,,"97.3",2347,"6.5",778321,680779,665839,624428,663647,643396,502054,665833,457705,"53.98",,,,,,,,19,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",246,"0","0.039",,,,"-0.039",,1,-1,"0.661","0.339",23,22,23,23,2,1,6,1,5,1,"1.53","1.16","-1.16","20.1",,,,,
