pitch_type,release_speed,release_pos_x,release_pos_z,events,description,zone,stand,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,fielder_2,launch_speed_angle,at_bat_number,pitch_number,bat_score,fld_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game
FS,92.6,-2.23,5.45,grounded_into_double_play,hit_into_play,5,L,X,4,ground_ball,1,2,-0.8,-0.26,-0.07,2.48,,,666310,1,5,Top,148.78,154.72,8,95,-17,1660,6.6,778254,680779,2,32,5,1,0,1,0,Infield shade,Standard,2,1,5
SL,85.5,-2.27,5.29,,foul,7,L,S,,,1,2,0.27,0.63,-0.6,1.63,,,666310,1,5,Top,,,194,69.6,52,2275,6.6,778254,680779,,32,4,1,0,1,0,Infield shade,Standard,2,1,5
CH,86.5,-2.14,5.44,,foul,13,L,S,,,1,1,-1.29,0.31,-0.41,1.27,,,666310,1,5,Top,,,42,30.5,24,1909,6.4,778254,680779,,32,3,1,0,1,0,Standard,Standard,2,1,5
FS,93.3,-2.28,5.41,,ball,13,L,B,,,0,1,-0.98,0.43,-1.08,2.27,,,666310,1,5,Top,,,,,,1727,6.5,778254,680779,,32,2,1,0,1,0,Standard,Standard,2,1,5
FS,93.1,-2.16,5.47,,foul,8,L,S,,,0,0,-1.33,0.34,0.25,1.81,,,666310,1,5,Top,,,2,66.9,-40,1799,6.5,778254,680779,,32,1,1,0,1,0,Standard,Standard,2,1,5
FS,92.7,-2.28,5.41,field_out,hit_into_play,4,L,X,8,fly_ball,0,0,-1.25,0.32,-0.79,2.25,,,666310,0,5,Top,122.13,74.22,311,85.3,28,1699,6.6,778254,680779,3,31,1,1,0,1,0,Standard,Standard,2,1,5
FF,97.7,-2.2,5.51,walk,ball,13,L,B,,,3,1,-1.05,0.71,-1.21,2.22,,,,0,5,Top,,,,,,2275,6.4,778254,680779,,30,5,1,0,1,0,Infield shade,Standard,2,1,5
FS,94.7,-2.23,5.4,,ball,13,L,B,,,2,1,-1.03,0.25,-0.01,1.2,,,,0,5,Top,,,,,,1825,6.5,778254,680779,,30,4,1,0,1,0,Infield shade,Standard,2,1,5
SL,84.5,-2.37,5.38,,foul,5,L,S,,,2,0,0.39,0.36,0.06,2.19,,,,0,5,Top,,,126,81.4,79,2409,6.4,778254,680779,,30,3,1,0,1,0,Infield shade,Standard,2,1,5
SL,84.8,-2.31,5.41,,ball,14,L,B,,,1,0,0.24,0.58,0.44,0.79,,,,0,5,Top,,,,,,2396,6.3,778254,680779,,30,2,1,0,1,0,Infield shade,Standard,2,1,5
FS,94.2,-2.31,5.56,,ball,14,L,B,,,0,0,-1.08,0.72,0.41,1.34,,,,0,5,Top,,,,,,1978,6.3,778254,680779,,30,1,1,0,1,0,Infield shade,Standard,2,1,5
FS,93.7,-2.24,5.48,field_out,hit_into_play,9,L,X,3,line_drive,2,1,-0.63,0.57,0.62,1.85,,,,2,4,Top,164.36,162.1,135,81.1,11,1643,6.5,778254,680779,4,26,4,1,0,1,0,Infield shade,Standard,2,1,5
ST,83.1,-2.28,5.49,,ball,14,L,B,,,1,1,1.33,0.17,1.52,1.44,,,,2,4,Top,,,,,,2416,6.3,778254,680779,,26,3,1,0,1,0,Infield shade,Standard,2,1,5
ST,84.1,-2.18,5.47,,swinging_strike,14,L,S,,,1,0,1.27,0.08,1.41,0.99,,,,2,4,Top,,,,,,2335,6.5,778254,680779,,26,2,1,0,1,0,Infield shade,Standard,2,1,5
FS,94.2,-2.09,5.53,,ball,14,L,B,,,0,0,-1.06,0.1,0.78,1.52,,,,2,4,Top,,,,,,1618,6.5,778254,680779,,26,1,1,0,1,0,Infield shade,Standard,2,1,5
ST,82.6,-2.18,5.49,strikeout,swinging_strike,4,L,S,2,,2,2,0.96,0.65,-0.44,2.59,,,,1,4,Top,,,,,,2351,6.4,778254,680779,,25,5,1,0,1,0,Standard,Standard,2,1,5
FF,97.3,-2.24,5.65,,ball,11,L,B,,,1,2,-1.17,0.88,-2.15,3.77,,,,1,4,Top,,,,,,2256,6.4,778254,680779,,25,4,1,0,1,0,Infield shade,Standard,2,1,5
FF,97.9,-2.15,5.58,,foul,8,L,S,,,1,1,-1.04,0.7,-0.12,1.74,,,,1,4,Top,,,330,97.1,28,2369,6.3,778254,680779,,25,3,1,0,1,0,Infield shade,Standard,2,1,5
CU,81.1,-2.24,5.61,,called_strike,11,L,S,,,1,0,0.74,-0.21,-0.87,2.25,,,,1,4,Top,,,,,,2488,6.6,778254,680779,,25,2,1,0,1,0,Infield shade,Standard,2,1,5
ST,82.6,-2.27,5.47,,ball,11,L,B,,,0,0,0.75,0.33,-1.79,2.54,,,,1,4,Top,,,,,,2282,6.5,778254,680779,,25,1,1,0,1,0,Infield shade,Standard,2,1,5
FS,93.7,-2.16,5.54,field_out,hit_into_play,8,L,X,9,fly_ball,1,0,-1.16,0.13,-0.19,1.53,,,,0,4,Top,198.49,118.62,267,79.8,39,1803,6.4,778254,680779,3,24,2,1,0,1,0,Infield shade,Standard,2,1,5
CH,87,-2.38,5.61,,ball,13,L,B,,,0,0,-1.34,0.56,-1.42,1.41,,,,0,4,Top,,,,,,1715,6.4,778254,680779,,24,1,1,0,1,0,Infield shade,Standard,2,1,5
FF,98.4,-1.99,5.57,grounded_into_double_play,hit_into_play,4,L,X,6,ground_ball,0,0,-1.17,0.9,-0.76,2.65,,,680757,1,3,Top,112.8,151.68,92,107.1,3,2126,6.6,778254,680779,4,19,1,1,0,1,0,Infield shade,Standard,2,1,5
ST,83.4,-2.23,5.38,single,hit_into_play,7,L,X,9,line_drive,2,2,0.99,0.22,-0.63,1.62,682177,,,1,3,Top,158.65,91.22,248,77.4,22,2218,6.5,778254,680779,4,18,7,0,0,1,0,Strategic,Standard,2,1,5
FF,98.4,-1.98,5.5,,foul,2,L,S,,,2,2,-1.04,1.15,-0.13,3.07,682177,,,1,3,Top,,,170,64.4,54,2205,6.7,778254,680779,,18,6,0,0,0,0,Strategic,Standard,2,1,5
FS,93.6,-2.08,5.48,,foul,13,L,S,,,2,2,-1.14,-0.17,-1.21,2.19,682177,,,1,3,Top,,,61,87.5,2,1803,6.5,778254,680779,,18,5,0,0,0,0,Strategic,Standard,2,1,5
ST,85.1,-2.16,5.41,,ball,14,L,B,,,1,2,1.05,0.21,1.06,1.28,682177,,,1,3,Top,,,,,,2426,6.7,778254,680779,,18,4,0,0,0,0,Strategic,Standard,2,1,5
ST,84.4,-2.17,5.45,,foul,8,L,S,,,1,1,1.01,0.55,0.21,1.54,682177,,,1,3,Top,,,,,,2342,6.5,778254,680779,,18,3,0,0,0,0,Strategic,Standard,2,1,5
FF,98,-1.96,5.52,,called_strike,6,L,S,,,1,0,-1.19,1.01,0.64,2.14,682177,,,1,3,Top,,,,,,2226,6.7,778254,680779,,18,2,0,0,0,0,Strategic,Standard,2,1,5
FS,93.6,-2.2,5.49,,ball,13,L,B,,,0,0,-1.18,-0.16,-1.03,1.35,682177,,,1,3,Top,,,,,,1700,6.7,778254,680779,,18,1,0,0,0,0,Strategic,Standard,2,1,5
FF,97.2,-2.2,5.58,field_out,hit_into_play,11,L,X,4,ground_ball,1,0,-1.15,1.07,-0.89,2.61,,682177,,0,3,Top,153.17,147.53,10,90.7,-15,2275,6.5,778254,680779,2,17,2,0,0,0,0,Standard,Standard,1,0,5
ST,83.4,-2.36,5.37,,ball,11,L,B,,,0,0,0.52,0.57,-2.51,2.48,,682177,,0,3,Top,,,,,,2308,6.5,778254,680779,,17,1,0,0,0,0,Strategic,Standard,1,0,5
FF,97.8,-2.2,5.54,double,hit_into_play,9,L,X,9,line_drive,0,0,-1.11,0.88,0.67,2.07,,,,0,3,Top,203.53,111.83,203,100.6,12,2229,6.5,778254,680779,4,16,1,0,0,0,0,Infield shade,Standard,1,0,5
FF,98.9,-2.37,5.51,field_out,hit_into_play,5,L,X,4,ground_ball,3,2,-1.15,0.81,-0.22,2.23,,,,2,2,Top,148.27,154.72,114,103.1,5,2318,6.5,778254,680779,4,11,7,0,0,0,0,Infield shade,Standard,1,0,5
FF,99,-2.24,5.54,,ball,14,L,B,,,2,2,-1.35,0.85,1,2.12,,,,2,2,Top,,,,,,2289,6.6,778254,680779,,11,6,0,0,0,0,Infield shade,Standard,1,0,5
ST,84.4,-2.4,5.38,,foul,7,L,S,,,2,2,0.96,0.43,-0.28,1.7,,,,2,2,Top,,,247,75.1,39,2404,6.5,778254,680779,,11,5,0,0,0,0,Infield shade,Standard,1,0,5
ST,85,-2.25,5.44,,swinging_strike,5,L,S,,,2,1,1.07,0.48,0,2.4,,,,2,2,Top,,,,,,2403,6.5,778254,680779,,11,4,0,0,0,0,Standard,Standard,1,0,5
FS,93.7,-2.29,5.5,,ball,13,L,B,,,1,1,-1.07,-0.19,-1.43,2.08,,,,2,2,Top,,,,,,1625,6.4,778254,680779,,11,3,0,0,0,0,Standard,Standard,1,0,5
FF,99,-2.14,5.51,,foul,8,L,S,,,1,0,-0.99,0.96,0.12,1.89,,,,2,2,Top,,,175,69.1,61,2305,6.5,778254,680779,,11,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.9,-2.23,5.48,,ball,9,L,B,,,0,0,-1.1,1.03,0.77,1.73,,,,2,2,Top,,,,,,2267,6.7,778254,680779,,11,1,0,0,0,0,Standard,Standard,1,0,5
FF,98.4,-2.16,5.56,field_out,hit_into_play,5,L,X,8,fly_ball,2,1,-1.12,0.97,-0.06,2.09,,,,1,2,Top,100.65,42.55,391,101.4,37,2291,6.4,778254,680779,5,10,4,0,0,0,0,Infield shade,Standard,1,0,5
FS,94.6,-2.29,5.47,,foul,4,L,S,,,2,0,-1.08,-0.08,-0.52,2.1,,,,1,2,Top,,,,,,1673,6.5,778254,680779,,10,3,0,0,0,0,Infield shade,Standard,1,0,5
ST,82.7,-2.37,5.42,,ball,11,L,B,,,1,0,1.31,0.39,-1.14,2.39,,,,1,2,Top,,,,,,2270,6.5,778254,680779,,10,2,0,0,0,0,Infield shade,Standard,1,0,5
ST,85.9,-2.22,5.4,,ball,14,L,B,,,0,0,1,0.32,2,1,,,,1,2,Top,,,,,,2286,6.6,778254,680779,,10,1,0,0,0,0,Infield shade,Standard,1,0,5
ST,84.3,-2.25,5.36,strikeout,swinging_strike,9,L,S,2,,2,2,0.93,0.51,0.42,1.66,,,,0,2,Top,,,,,,2386,6.4,778254,680779,,9,5,0,0,0,0,Infield shade,Standard,1,0,5
FS,94.2,-2.27,5.49,,swinging_strike,5,L,S,,,2,1,-0.93,0.03,0.03,2.47,,,,0,2,Top,,,,,,1703,6.6,778254,680779,,9,4,0,0,0,0,Infield shade,Standard,1,0,5
FS,93.6,-2.34,5.51,,foul,8,L,S,,,2,0,-1.15,-0.15,-0.18,1.75,,,,0,2,Top,,,,,,1689,6.6,778254,680779,,9,3,0,0,0,0,Infield shade,Standard,1,0,5
FF,98.2,-2.05,5.52,,ball,14,L,B,,,1,0,-1.27,0.89,0.86,1.67,,,,0,2,Top,,,,,,2382,6.5,778254,680779,,9,2,0,0,0,0,Infield shade,Standard,1,0,5
FF,97.8,-2.13,5.52,,ball,14,L,B,,,0,0,-1.08,1.14,1.21,1.97,,,,0,2,Top,,,,,,2259,6.5,778254,680779,,9,1,0,0,0,0,Infield shade,Standard,1,0,5
FS,95,-2.21,5.46,grounded_into_double_play,hit_into_play,13,L,X,4,ground_ball,2,2,-1.18,0.27,-1.19,1.97,,666134,608070,1,1,Top,147.64,154.67,13,83.6,-8,1884,6.5,778254,680779,2,4,5,0,0,0,0,Standard,Standard,1,0,5
FF,98.8,-2.17,5.57,,ball,11,L,B,,,1,2,-1.1,1.05,-1.3,4.06,,666134,608070,1,1,Top,,,,,,2327,6.6,778254,680779,,4,4,0,0,0,0,Standard,Standard,1,0,5
FF,98.5,-2.19,5.48,,ball,11,L,B,,,0,2,-1.29,0.83,-1.61,3.63,,666134,608070,1,1,Top,,,,,,2293,6.5,778254,680779,,4,3,0,0,0,0,Standard,Standard,1,0,5
FF,98.9,-2.25,5.54,,foul,1,L,S,,,0,1,-1.11,0.89,-0.48,2.87,,666134,608070,1,1,Top,,,259,83.9,49,2321,6.5,778254,680779,,4,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.9,-2.19,5.57,,foul,4,L,S,,,0,0,-1.17,0.92,-0.71,2.38,,666134,608070,1,1,Top,,,290,83,46,2196,6.5,778254,680779,,4,1,0,0,0,0,Standard,Standard,1,0,5
FS,93.5,-2.21,5.5,single,hit_into_play,13,L,X,1,ground_ball,1,2,-0.7,-0.34,-1,2.11,,,666134,1,1,Top,127.67,172.22,9,76.5,-12,1784,6.6,778254,680779,2,3,4,0,0,0,0,Infield shade,Standard,1,0,5
FF,98.2,-2.07,5.59,,foul,2,L,S,,,1,1,-1.07,0.98,0.13,3.35,,,666134,1,1,Top,,,154,83.4,77,2302,6.7,778254,680779,,3,3,0,0,0,0,Infield shade,Standard,1,0,5
SL,85.7,-2.35,5.37,,swinging_strike,7,L,S,,,1,0,-0.03,0.39,-0.67,2.11,,,666134,1,1,Top,,,,,,2327,6.6,778254,680779,,3,2,0,0,0,0,Infield shade,Standard,1,0,5
FS,93.3,-2.39,5.54,,ball,11,L,B,,,0,0,-1.02,-0.14,-2.87,2.98,,,666134,1,1,Top,,,,,,1771,6.4,778254,680779,,3,1,0,0,0,0,Infield shade,Standard,1,0,5
CH,88.2,-2.43,5.47,single,hit_into_play,13,L,X,8,line_drive,1,2,-1.18,0.32,-1.1,2.26,,,,1,1,Top,96.88,103.65,183,96,9,1769,6.4,778254,680779,4,2,5,0,0,0,0,Infield shade,Standard,1,0,5
FF,98.9,-2.22,5.5,,foul,1,L,S,,,1,2,-1.24,0.89,-0.61,3.31,,,,1,1,Top,,,230,79.1,24,2407,6.5,778254,680779,,2,4,0,0,0,0,Infield shade,Standard,1,0,5
FF,99.1,-2.22,5.53,,swinging_strike,5,L,S,,,1,1,-1.21,0.95,0.23,2.72,,,,1,1,Top,,,,,,2422,6.5,778254,680779,,2,3,0,0,0,0,Infield shade,Standard,1,0,5
FF,99.4,-2.13,5.56,,ball,12,L,B,,,0,1,-0.97,0.94,0.86,3.29,,,,1,1,Top,,,,,,2413,6.4,778254,680779,,2,2,0,0,0,0,Infield shade,Standard,1,0,5
FF,99.9,-2.27,5.54,,called_strike,14,L,S,,,0,0,-1.11,0.93,0.86,2.4,,,,1,1,Top,,,,,,2371,6.4,778254,680779,,2,1,0,0,0,0,Infield shade,Standard,1,0,5
FF,99.7,-2.13,5.53,field_out,hit_into_play,6,L,X,8,fly_ball,1,0,-1.24,1.08,0.37,2.54,,,,0,1,Top,129.49,103.84,280,85.8,48,2419,6.6,778254,680779,3,1,2,0,0,0,0,Standard,Standard,1,0,5
FF,98.7,-2.27,5.5,,ball,14,L,B,,,0,0,-1.02,0.97,1.12,1.39,,,,0,1,Top,,,,,,2393,6.5,778254,680779,,1,1,0,0,0,0,Standard,Standard,1,0,5
FF,99.5,-2.18,5.46,field_out,hit_into_play,5,L,X,4,ground_ball,0,2,-1.29,0.74,0.07,3.01,,663993,,2,6,Top,150.8,154.22,13,87.6,-12,2514,6.6,778321,680779,2,45,3,2,5,2,5,Standard,Standard,3,2,6
FF,99.1,-2.23,5.48,,swinging_strike,5,L,S,,,0,1,-1.23,0.9,-0.12,2.92,,663993,,2,6,Top,,,,,,2450,6.5,778321,680779,,45,2,2,5,2,5,Standard,Standard,3,2,6
FF,99.1,-2.1,5.52,,called_strike,2,L,S,,,0,0,-1.14,0.67,0.08,3.66,,663993,,2,6,Top,,,,,,2373,6.5,778321,680779,,45,1,2,5,2,5,Standard,Standard,3,2,6
FF,97.3,-2.28,5.47,single,hit_into_play,5,L,X,8,line_drive,1,1,-1.4,0.91,-0.19,2.2,695578,,,2,6,Top,109.76,87.33,270,105.1,10,2294,6.6,778321,680779,4,44,3,1,5,2,5,Standard,Standard,3,2,6
ST,84,-2.47,5.3,,ball,11,L,B,,,0,1,0.95,0.42,-1.42,2.63,695578,,,2,6,Top,,,,,,2354,6.6,778321,680779,,44,2,1,5,1,5,Standard,Standard,3,2,6
CU,84.9,-2.27,5.49,,called_strike,4,L,S,,,0,0,0.61,-0.11,-0.62,2.81,695578,,,2,6,Top,,,,,,2469,6.6,778321,680779,,44,1,1,5,1,5,Standard,Standard,3,2,6
FS,95.7,-2.28,5.43,field_out,hit_into_play,4,L,X,9,line_drive,0,0,-1.31,0.17,-0.38,2.38,,,695578,1,6,Top,174.44,100.68,273,96.7,15,1946,6.6,778321,680779,4,43,1,1,5,1,5,Standard,Standard,3,2,6
FF,99.5,-2.3,5.47,force_out,hit_into_play,4,L,X,6,ground_ball,3,2,-1.3,0.84,-0.81,3.11,683083,,669743,0,6,Top,109.25,153.71,16,95,-10,2463,6.6,778321,680779,2,42,6,0,5,1,5,Standard,Standard,3,2,6
FF,99.1,-2.26,5.45,,called_strike,4,L,S,,,3,1,-1.12,0.75,-0.58,2.5,683083,,669743,0,6,Top,,,,,,2426,6.6,778321,680779,,42,5,0,5,0,5,Standard,Standard,3,2,6
CH,86.5,-2.34,5.53,,ball,13,L,B,,,2,1,-1.31,0.2,-1.29,2.79,683083,,669743,0,6,Top,,,,,,2996,6.6,778321,680779,,42,4,0,5,0,5,Standard,Standard,3,2,6
CH,87.9,-2.32,5.48,,foul,7,L,S,,,2,0,-1.43,0.06,-0.48,1.83,683083,,669743,0,6,Top,,,3,36.8,-34,2116,6.5,778321,680779,,42,3,0,5,0,5,Standard,Standard,3,2,6
FF,98.6,-2.39,5.45,,ball,11,L,B,,,1,0,-1.03,1,-1.07,2.97,683083,,669743,0,6,Top,,,,,,2473,6.7,778321,680779,,42,2,0,5,0,5,Standard,Standard,3,2,6
CU,83.7,-2.41,5.6,,ball,11,L,B,,,0,0,0.65,-0.1,-1.15,4.4,683083,,669743,0,6,Top,,,,,,2575,6.6,778321,680779,,42,1,0,5,0,5,Standard,Standard,3,2,6
ST,84.8,-2.31,5.31,field_error,hit_into_play,8,R,X,5,ground_ball,2,2,0.97,0.3,0.09,1.63,,683083,,0,6,Top,100.13,169.92,5,75.7,-19,2428,6.6,778321,680779,2,41,5,0,5,0,5,Standard,Standard,3,2,6
FF,97.8,-2.23,5.54,,foul,6,R,S,,,2,1,-1.22,1.04,0.4,2.85,,683083,,0,6,Top,,,207,80.5,52,2485,6.5,778321,680779,,41,4,0,5,0,5,Standard,Standard,3,2,6
FF,97.2,-2.19,5.49,,ball,11,R,B,,,1,1,-1.39,0.82,-0.4,4.09,,683083,,0,6,Top,,,,,,2431,6.5,778321,680779,,41,3,0,5,0,5,Standard,Standard,3,2,6
ST,85.2,-2.36,5.36,,ball,14,R,B,,,0,1,0.62,0.4,1.17,2.31,,683083,,0,6,Top,,,,,,2417,6.5,778321,680779,,41,2,0,5,0,5,Standard,Standard,3,2,6
SL,83.9,-2.45,5.44,,called_strike,5,R,S,,,0,0,0.54,0.68,-0.17,2.61,,683083,,0,6,Top,,,,,,2409,6.5,778321,680779,,41,1,0,5,0,5,Standard,Standard,3,2,6
FF,96.2,-2.23,5.57,double,hit_into_play,9,L,X,7,line_drive,0,1,-1.4,1.05,0.34,1.81,,,,0,6,Top,81.97,75.97,298,94.4,20,2393,6.4,778321,680779,4,40,2,0,5,0,5,Standard,Standard,2,1,6
FS,93.2,-2.36,5.63,,called_strike,4,L,S,,,0,0,-1.04,-0.11,-0.49,2.31,,,,0,6,Top,,,,,,1829,6.4,778321,680779,,40,1,0,5,0,5,Standard,Standard,2,1,6
FS,95,-2.42,5.57,field_out,hit_into_play,2,R,X,5,ground_ball,3,2,-1.1,0.36,-0.14,2.93,,,,2,5,Top,114.49,183.55,1,61.1,-63,1801,6.5,778321,680779,2,32,7,0,2,0,2,Standard,Standard,2,1,6
FF,98.5,-2.35,5.52,,foul,3,R,S,,,3,2,-1.29,0.85,0.35,2.83,,,,2,5,Top,,,167,67.1,58,2366,6.6,778321,680779,,32,6,0,2,0,2,Standard,Standard,2,1,6
FF,98.3,-2.36,5.56,,ball,11,R,B,,,2,2,-1.18,0.75,-0.05,4,,,,2,5,Top,,,,,,2395,6.5,778321,680779,,32,5,0,2,0,2,Standard,Standard,2,1,6
CH,88.3,-2.45,5.52,,ball,13,R,B,,,1,2,-1.51,0.4,-1.23,1.23,,,,2,5,Top,,,,,,1883,6.4,778321,680779,,32,4,0,2,0,2,Standard,Standard,2,1,6
SL,86,-2.33,5.38,,ball,14,R,B,,,0,2,-0.2,0.39,0.25,0.7,,,,2,5,Top,,,,,,2327,6.4,778321,680779,,32,3,0,2,0,2,Standard,Standard,2,1,6
CH,87.4,-2.47,5.52,,swinging_strike,4,R,S,,,0,1,-1.39,0.61,-0.62,1.97,,,,2,5,Top,,,,,,1888,6.5,778321,680779,,32,2,0,2,0,2,Standard,Standard,2,1,6
ST,84.9,-2.52,5.43,,called_strike,14,R,S,,,0,0,1.27,0.56,0.86,1.73,,,,2,5,Top,,,,,,2336,6.5,778321,680779,,32,1,0,2,0,2,Standard,Standard,2,1,6
SL,85.6,-2.36,5.38,strikeout,swinging_strike,14,R,S,2,,1,2,0.16,0.62,1.76,1.84,,,,1,5,Top,,,,,,2403,6.6,778321,680779,,31,4,0,2,0,2,Standard,Standard,2,1,6
FF,97.5,-2.37,5.58,,ball,11,R,B,,,0,2,-1.15,1.18,-0.89,4.39,,,,1,5,Top,,,,,,2421,6.4,778321,680779,,31,3,0,2,0,2,Standard,Standard,2,1,6
FF,97.9,-2.31,5.54,,foul,3,R,S,,,0,1,-1.45,0.92,0.66,3.28,,,,1,5,Top,,,,,,2523,6.6,778321,680779,,31,2,0,2,0,2,Standard,Standard,2,1,6
FF,98.8,-2.32,5.56,,called_strike,6,R,S,,,0,0,-1.32,1.23,0.83,2.6,,,,1,5,Top,,,,,,2467,6.6,778321,680779,,31,1,0,2,0,2,Standard,Standard,2,1,6
ST,83.2,-2.47,5.45,field_out,hit_into_play,8,L,X,8,fly_ball,0,1,0.62,0.81,0.05,1.95,,,,0,5,Top,138.65,101.64,246,89.1,52,2403,6.3,778321,680779,3,30,2,0,2,0,2,Standard,Standard,2,1,6
FS,95.1,-2.32,5.52,,called_strike,9,L,S,,,0,0,-1.24,0.37,0.32,1.99,,,,0,5,Top,,,,,,1944,6.6,778321,680779,,30,1,0,2,0,2,Standard,Standard,2,1,6
FS,94.2,-2.49,5.55,field_out,hit_into_play,7,L,X,3,ground_ball,3,2,-1.2,0.03,-0.59,2.11,,,,2,4,Top,158.4,165.36,4,90.9,-25,1631,6.3,778321,680779,2,26,6,0,2,0,2,Standard,Standard,2,1,6
CH,87.4,-2.43,5.53,,ball,13,L,B,,,2,2,-1.42,0.44,-0.29,0.46,,,,2,4,Top,,,,,,1890,6.4,778321,680779,,26,5,0,2,0,2,Standard,Standard,2,1,6
FF,96.8,-2.37,5.53,,ball,12,L,B,,,1,2,-1.17,0.79,0.36,4.07,,,,2,4,Top,,,,,,2263,6.5,778321,680779,,26,4,0,2,0,2,Standard,Standard,2,1,6
FF,95.8,-2.36,5.54,,swinging_strike,4,L,S,,,1,1,-1.11,0.94,-0.37,2.73,,,,2,4,Top,,,,,,2228,6.5,778321,680779,,26,3,0,2,0,2,Standard,Standard,2,1,6
FF,96.8,-2.33,5.59,,foul,13,L,S,,,1,0,-1.14,0.95,-0.95,2.66,,,,2,4,Top,,,262,76.9,40,2322,6.4,778321,680779,,26,2,0,2,0,2,Standard,Standard,2,1,6
FS,93,-2.45,5.56,,ball,13,L,B,,,0,0,-0.96,-0.34,-1.34,1.5,,,,2,4,Top,,,,,,1755,6.3,778321,680779,,26,1,0,2,0,2,Standard,Standard,2,1,6
ST,82.4,-2.51,5.47,strikeout,called_strike,8,L,S,2,,2,2,1.68,0.39,-0.22,2.14,,,,1,4,Top,,,,,,2353,6.4,778321,680779,,25,6,0,2,0,2,Standard,Standard,2,1,6
FS,93.3,-2.36,5.48,,ball,13,L,B,,,1,2,-0.83,-0.23,-0.1,0.91,,,,1,4,Top,,,,,,1681,6.4,778321,680779,,25,5,0,2,0,2,Standard,Standard,2,1,6
FF,97.3,-2.36,5.53,,foul,3,L,S,,,1,2,-1.16,0.7,0.72,3.32,,,,1,4,Top,,,45,91,-1,2311,6.5,778321,680779,,25,4,0,2,0,2,Standard,Standard,2,1,6
FF,98.3,-2.34,5.57,,foul,8,L,S,,,1,1,-1.05,0.97,-0.06,1.84,,,,1,4,Top,,,244,97.1,12,2375,6.4,778321,680779,,25,3,0,2,0,2,Standard,Standard,2,1,6
FS,94.1,-2.3,5.44,,ball,13,L,B,,,0,1,-1.16,0.08,-0.59,1.29,,,,1,4,Top,,,,,,1807,6.6,778321,680779,,25,2,0,2,0,2,Standard,Standard,2,1,6
SL,84.8,-2.47,5.43,,called_strike,8,L,S,,,0,0,0.43,0.39,0.22,1.96,,,,1,4,Top,,,,,,2337,6.5,778321,680779,,25,1,0,2,0,2,Standard,Standard,2,1,6
FF,97.7,-2.23,5.52,field_out,hit_into_play,3,L,X,8,fly_ball,1,0,-0.89,0.9,0.64,2.91,,,,0,4,Top,156.47,75.69,316,83.4,34,2417,6.5,778321,680779,3,24,2,0,2,0,2,Infield shade,Standard,2,1,6
FS,94,-2.32,5.51,,ball,14,L,B,,,0,0,-0.87,0.85,0.84,1.94,,,,0,4,Top,,,,,,1869,6.5,778321,680779,,24,1,0,2,0,2,Infield shade,Standard,2,1,6
FF,98.7,-2.35,5.62,strikeout,swinging_strike,1,L,S,2,,2,2,-1.15,0.87,-0.57,4,,,,2,3,Top,,,,,,2378,6.5,778321,680779,,19,6,0,1,0,1,Standard,Standard,2,1,6
CH,88.7,-2.51,5.51,,foul,14,L,S,,,2,2,-1.37,0.3,0.15,1.58,,,,2,3,Top,,,102,84.4,8,2030,6.5,778321,680779,,19,5,0,1,0,1,Standard,Standard,2,1,6
FF,97.1,-2.4,5.61,,ball,11,L,B,,,1,2,-1.25,0.89,-1.47,4.29,,,,2,3,Top,,,,,,2370,6.5,778321,680779,,19,4,0,1,0,1,Standard,Standard,2,1,6
FF,97.8,-2.38,5.48,,called_strike,4,L,S,,,1,1,-1.11,0.88,-0.77,2.53,,,,2,3,Top,,,,,,2346,6.5,778321,680779,,19,3,0,1,0,1,Standard,Standard,2,1,6
ST,83.9,-2.49,5.42,,called_strike,4,L,S,,,1,0,0.78,0.67,-0.35,2.89,,,,2,3,Top,,,,,,2422,6.5,778321,680779,,19,2,0,1,0,1,Standard,Standard,2,1,6
FF,97.3,-2.45,5.54,,ball,13,L,B,,,0,0,-1.16,0.89,-1.53,2.72,,,,2,3,Top,,,,,,2347,6.5,778321,680779,,19,1,0,1,0,1,Standard,Standard,2,1,6
FF,98,-2.33,5.57,field_out,hit_into_play,8,R,X,5,ground_ball,1,2,-1.37,1.02,-0.25,2.16,,,,1,3,Top,99.12,166.88,18,87.4,-6,2436,6.6,778321,680779,2,18,4,0,1,0,1,Standard,Standard,2,1,6
ST,82.9,-2.46,5.47,,called_strike,5,R,S,,,1,1,1.37,0.74,-0.04,2.72,,,,1,3,Top,,,,,,2414,6.4,778321,680779,,18,3,0,1,0,1,Standard,Standard,2,1,6
FS,94,-2.37,5.55,,foul,13,R,S,,,1,0,-1.51,0.44,-0.78,1.5,,,,1,3,Top,,,4,73.8,-23,1878,6.4,778321,680779,,18,2,0,1,0,1,Standard,Standard,2,1,6
